State,Category,Sub-Category1,Sub-Category2,Sub-Category 3,Sub-Category 4,Display Names,2010-11,2011-12,2012-13
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),,,Dev.Purpose,9.3,89.1,73.8
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),,social Services,1.0,1.0,50.0
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),2. Medical and Public Health,State Loans-Medical,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),3. Family Welfare,State Loans-Family,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),4. Water Supply and Sanitation,State Loans-Water,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),5. Housing,State Loans-Housing,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),6. Government Servants (Housing),State Loans-Govt,1.0,1.0,50.0
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),7. Others,State Loans-Others,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),,economic Services,8.3,88.1,23.8
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),2. Soil and Water Conservation,State Loans-Soil,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),3. Food Storage and Warehousing,State Loans-Food,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),4. Co-operation,State Loans-Co-operation,8.3,38.1,23.8
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),"5. Major and Medium Irrigation, etc.",State Loans-Irrigation,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),6. Power Projects,State Loans-Power,–,50.0,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),7. Village and Small Industries,State Loans-Village,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),8. Other Industries and Minerals,State Loans-Minerals,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),9. Rural Development,State Loans-Rur.Dev,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),10. Others,State Loans-Others,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),2. Non-Development Purposes (a + b),,,State Loans-Non.Dev,0.2,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),2. Non-Development Purposes (a + b),a) Government Servants (other than Housing),,State Loans-Govt,0.2,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),2. Non-Development Purposes (a + b),b) Miscellaneous,,State Loans-Misc.,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,V. Inter-State Settlement,,,,Inter-State Settlement,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VI. Contingency Fund,,,,Contingency Fund,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,"VII. State Provident Funds, etc. (1+2)",,,,Tot.State PF,"4,023.1","5,260.9","5,522.3"
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,"VII. State Provident Funds, etc. (1+2)",1. State Provident Funds,,,State PF,"3,910.1","5,080.4","5,338.2"
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,"VII. State Provident Funds, etc. (1+2)",2. Others,,,other PF,113.0,180.5,184.1
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VIII.Reserve Funds (1 to 4),,,,Reserve Funds,790.1,725.5,740.0
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VIII.Reserve Funds (1 to 4),1.Depreciation / Renewal Reserve Funds,,,Depreciation,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VIII.Reserve Funds (1 to 4),2. Sinking Funds,,,Sinking Funds,707.1,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VIII.Reserve Funds (1 to 4),3. Famine Relief Fund,,,Famine Relief Fund,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VIII.Reserve Funds (1 to 4),4. Others,,,Other Reserves,83.0,725.5,740.0
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IX. Deposits and Advances (1 to 4),,,,Deposits and Advances,"1,198.8","1,880.2","1,917.7"
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IX. Deposits and Advances (1 to 4),1. Civil Deposits,,,Civil Deposits,957.3,"1,818.1","1,854.5"
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IX. Deposits and Advances (1 to 4),2. Deposits of Local Funds,,,Deposits-Local Funds,–,17.7,18.0
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IX. Deposits and Advances (1 to 4),3. Civil Advances,,,Civil Advances,241.5,44.4,45.3
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IX. Deposits and Advances (1 to 4),4. Others,,,Other Deposits,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,X. Suspense and Miscellaneous (1 to 4),,,,Tot.Suspense,"1,19,160.3","1,48,502.6","1,54,547.9"
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,X. Suspense and Miscellaneous (1 to 4),1. Suspense,,,Suspense,"1,119.7",494.8,504.7
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,X. Suspense and Miscellaneous (1 to 4),2. Cash Balance Investment Accounts,,,Cash Balance,"1,18,198.4","1,48,006.0","1,54,041.3"
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,X. Suspense and Miscellaneous (1 to 4),3. Deposits with RBI,,,Deposits-RBI,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,X. Suspense and Miscellaneous (1 to 4),4. Others,,,Others,-157.7,1.9,2.0
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,XI. Appropriation to Contingency Fund,,,,App.-Contingency Fund,–,–,–
Tripura,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,XII. Remittances,,,,Remittances,"9,658.0","5,500.3","5,700.3"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),,,,,Tot.Rev Exp,"7,29,163.0","8,50,163.2","9,82,138.5"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),,,,Dev.Exp,"4,11,315.0","4,89,970.4","5,66,676.9"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),,,social Services,"2,89,091.4","3,40,327.9","3,90,144.4"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),"1. Education, Sports, Art and Culture",,Dev.Exp-Education,"1,34,657.6","1,52,772.3","1,69,537.9"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),2. Medical and Public Health,,Dev.Exp-Medical,"33,955.8","34,872.3","40,483.2"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),3. Family Welfare,,Dev.Exp-Family Welfare,"6,801.0","6,841.2","7,283.6"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),4. Water Supply and Sanitation,,Dev.Exp-Water,"4,464.4","2,344.8","2,476.1"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),5. Housing,,Dev.Exp-Housing,"5,939.2","6,589.5","6,110.3"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),6. Urban Development,,Dev.Exp-Urb.Dev.,"7,623.6","12,973.3","20,417.4"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),"7. Welfare of Scheduled Castes, Scheduled Tribes and Other Backward Classes",,Dev.Exp-SC Welfare,"14,254.4","18,220.9","18,942.3"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),8. Labour and Labour Welfare,,Dev.Exp-Labor,"2,874.1","3,018.8","3,887.9"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),9. Social Security and Welfare,,Dev.Exp-Social Security,"36,068.0","68,484.5","91,767.5"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),10. Nutrition,,Dev.Exp-Nutrition,"20,373.5","23,403.8","26,715.9"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),11. Relief on account of Natural Calamities,,Dev.Exp-Natural Calamities,"10,922.4","10,652.3","1,155.7"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),12. Others*,,Dev.Exp-Others,"11,157.5",154.3,"1,366.6"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),,,economic Services,"1,22,223.6","1,49,642.5","1,76,532.5"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),1. Agriculture and Allied Activities (i to xii),,Dev-agriculture,"30,224.9","43,070.2","53,106.2"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),2. Rural Development,,Dev-rural,"8,068.3","12,220.6","12,452.3"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),3. Special Area Programmes,,Dev-special,90.8,–,–
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),4. Irrigation and Flood Control,,Dev-irrigation,"8,321.0","9,239.9","10,373.5"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),5. Energy,,Dev-energy,"12,682.2","16,419.0","19,548.9"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),6. Industry and Minerals (i to iii),,Dev-industry,"13,928.0","6,104.8","18,335.4"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),7. Transport and Communications (i + ii),,Dev-transport,"6,216.5","9,416.7","10,075.7"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),"8. Science, Technology and Environment",,Dev-science,210.1,217.1,109.2
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),9. General Economic Services (i to iv),,Dev-general,"42,481.8","52,840.4","52,444.2"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),,,,Non-Dev.,"2,59,234.3","2,85,363.7","3,23,224.3"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),A. Organs of State,,,Non-Dev.-Organs of state,"6,142.4","10,945.2","8,941.3"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),B. Fiscal Services (i + ii),,,Non-Dev.-Fiscal,"8,005.8","7,967.1","9,090.5"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),C. Interest Payments and Servicing of Debt (1 + 2),,,Non-Dev.-Debt Servicing,"81,373.9","89,411.9","1,11,828.2"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),D. Administrative Services (i to v),,,Non-Dev.-Admin,"45,193.0","51,798.7","54,339.4"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),E. Pensions,,,Non-Dev.-Pension,"1,17,681.1","1,24,166.4","1,37,348.7"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),II. NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F),F. Miscellaneous General Services,,,Non-Dev.-Miscellaneous ,838.2,"1,074.6","1,676.3"
Tripura,TOTAL REVENUE EXPENDITURE (I+II+III),III. Grants-in-Aid and Contributions,,,,Grants.,"58,613.7","74,829.0","92,237.3"
Uttarakhand,Total Expenditure,,,,,Tot. Exp.,"7,02,363.8","3,16,703.4","3,48,440.7"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,,,,,Tot.Cap.Disbursements,"5,86,153.0","1,73,488.0","1,91,269.6"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,,,,Tot.Cap.Outlay,"18,548.4","25,244.9","36,534.8"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,,,Dev.Exp,"17,501.3","23,075.4","35,142.9"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),,social Services,"2,352.4","4,476.2","10,583.5"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,"1,213.7","1,583.2","2,920.6"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),2. Medical and Public Health,Medical,677.5,868.1,"1,918.3"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),3. Family Welfare,Family Welfare,50.8,60.7,32.0
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),4. Water Supply and Sanitation,Water,–,807.8,560.0
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),5. Housing,Housing,272.5,499.3,148.0
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),6. Urban Development,Urb.Dev.,–,5.0,"4,601.0"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"7. Welfare of Scheduled Castes, Scheduled Tribes and Other Backward Classes",SC Welfare,83.7,317.1,216.1
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),8. Social Security and Welfare,Social,54.4,252.0,111.5
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),9. Others *,Others *,–,83.1,76.1
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),,economic Services,"15,148.9","18,599.2","24,559.4"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,194.7,470.4,697.1
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),2. Rural Development,Rur.Dev.,918.2,"3,015.2","3,687.0"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),3. Special Area Programmes,Special Programmes,–,–,–
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),of which: Hill Areas,,"3,468.4","5,062.2","7,098.7"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),4. Major and Medium Irrigation and Flood Control,Irrigation,567.1,633.3,"3,752.8"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),5. Energy,Energy,31.5,138.6,355.0
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),6. Industry and Minerals ,Industry and Minerals,"9,393.8","8,728.9","8,434.8"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),7. Transport (i + ii),Transport,–,–,–
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),8. Communications,Communications,–,–,–
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),"9.Science,Technology and Environment",Science,575.2,550.7,534.0
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),10. General Economic Services,Gen.Eco.Services,,,
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,2. Non-Development (General Services),,,Non-Dev.,"1,047.1","2,169.5","1,391.9"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),,,,Internal Debt,"11,536.3","15,756.0","22,624.0"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),1.Market Loans,,,Market Loans,"1,019.0","4,004.3","10,177.0"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),2.Loans from LIC,,,Loans-LIC,–,–,–
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),3.Loans from SBI and other Banks,,,Loans-SBI,–,–,–
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),4. Loans from NABARD,,,Loans-NABARD,"1,239.2","1,523.6","1,800.0"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),5. Loans from National Co-operative Development Corporation,,,Loans-NCDC,118.4,121.1,140.0
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),6.WMA from RBI,,,WMA-RBI,"7,058.7","8,000.0","8,000.0"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),7.Special Securities issued to NSSF,,,Securities-NSSF,"1,529.0","2,100.0","2,500.0"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),8. Others,,,Oth-Debt,572.0,7.0,7.0
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),,,,Loan from centre,266.1,333.3,347.3
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),1. State Plan Schemes,,,state plan,235.2,240.0,250.0
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),2. Central Plan Schemes,,,central plan,–,0.1,0.1
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),3. Centrally Sponsored Schemes,,,centrally sponsered,17.9,23.2,27.2
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),4. Non-Plan,,,non -plan,13.0,20.0,20.0
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),5. Ways and Means Advances from Centre,,,advances,–,–,–
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),6. Loans for Special Schemes,,,special scheme,–,–,–
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),7. Others,,,other centre loans,–,50.0,50.0
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),,,,state loans,596.8,"5,178.7","2,640.5"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),,,Dev.Purpose,595.8,"5,174.8","2,633.5"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),,social Services,10.5,15.7,15.0
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,–,–,–
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),2. Medical and Public Health,State Loans-Medical,–,–,–
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),3. Family Welfare,State Loans-Family,–,–,–
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),4. Water Supply and Sanitation,State Loans-Water,–,–,–
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),5. Housing,State Loans-Housing,–,–,–
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),6. Government Servants (Housing),State Loans-Govt,10.5,10.7,15.0
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),7. Others,State Loans-Others,–,5.0,–
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),,economic Services,585.3,"5,159.1","2,618.5"
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,–,154.0,256.4
Uttarakhand,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),2. Soil and Water Conservation,State Loans-Soil,–,–,–
