State,Category,Sub-Category1,Sub-Category2,Sub-Category 3,2010-11,2011-12,2012-13,
West Bengal,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",1. State Provident Funds,,23693.6,24800,25300,
West Bengal,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",2. Others,,156.3,250,250,
West Bengal,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),,,21196.3,7941.4,8941.7,
West Bengal,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),1. Depreciation/Renewal Reserve Funds,,–,–,–,
West Bengal,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),2. Sinking Funds,,14408.4,–,320,
West Bengal,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),3. Famine Relief Fund,,–,–,–,
West Bengal,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),4. Others,,6787.8,7941.4,8621.7,
West Bengal,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),,,234436.2,357703,331065.6,
West Bengal,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),1. Civil Deposits,,44555.6,49591.2,44105.4,
West Bengal,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),2. Deposits of Local Funds,,75701.6,57276.8,64659.1,
West Bengal,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),3. Civil Advances,,4209.9,4418.1,4858.4,
West Bengal,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),4. Others,,109969.1,246416.9,217442.7,
West Bengal,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),,,1681523.5,1676947.5,1683051.5,
West Bengal,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),1. Suspense,,6988,7289,7369.5,
West Bengal,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),2. Cash Balance Investment Accounts,,203661.2,197620,203660,
West Bengal,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),3. Deposits with RBI,,1042570.2,1042570,1042560,
West Bengal,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),4. Others,,428304.2,429468.5,429462,
West Bengal,TOTAL CAPITAL RECEIPTS (I to XIII),XI. Appropriation to Contingency Fund,,,–,–,–,
West Bengal,TOTAL CAPITAL RECEIPTS (I to XIII),XII. Miscellaneous Capital Receipts,,,–,–,–,
West Bengal,TOTAL CAPITAL RECEIPTS (I to XIII),XIII. Remittances,,,52702.4,52706.5,52706.5,
West Bengal,TOTAL REVENUE (I+II),,,,"4,72,641.90","5,91,438.90","7,67,433.80",
West Bengal,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),,,"3,70,836.90","4,35,218.50","5,31,980.70",
West Bengal,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),,"2,11,287.40","2,49,340.40","3,12,222.50",
West Bengal,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),1. Taxes on Income,"4,044.00","4,396.80","4,823.60",
West Bengal,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),2. Taxes on Property and Capital Transactions,"35,188.90","39,961.50","47,460.30",
West Bengal,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),3. Taxes on Commodities and Services,–,–,–,
West Bengal,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),,"1,59,549.50","1,85,878.10","2,19,758.20",
West Bengal,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),i) Corporation Tax,"62,362.20","72,201.90","80,293.10",
West Bengal,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),ii) Income Tax,"32,954.80","38,051.30","43,441.20",
West Bengal,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),iii) Estate Duty,–,–,–,
West Bengal,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),iv) Other Taxes on Income and Expenditure,–,–,–,
West Bengal,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),v) Taxes on Wealth,127.9,252.1,287.4,
West Bengal,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),vi) Customs,"27,899.10","32,367.20","39,957.00",
West Bengal,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),vii) Union Excise Duties,"20,295.60","21,189.40","27,361.60",
West Bengal,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),viii) Service Tax,"15,910.00","21,816.30","28,418.00",
West Bengal,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),ix) Other Taxes and Duties on Commodities and Services,-0.1,-0.1,-0.1,
West Bengal,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),,,"1,01,805.00","1,56,220.40","2,35,453.10",
West Bengal,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),,"23,804.90","28,725.00","32,628.60",
West Bengal,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),1. Interest Receipts,"7,168.40","7,885.20","10,081.40",
West Bengal,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),2. Dividends and Profits,10.7,88,96.8,
West Bengal,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),3. General Services,"2,614.90","2,883.40","3,229.50",
West Bengal,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),4. Social Services,"1,879.90","1,992.10","2,230.20",
West Bengal,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),5. Fiscal Services,–,–,–,
West Bengal,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),6. Economic Services,"12,130.90","15,876.30","16,990.60",
West Bengal,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),,"78,000.10","1,27,495.40","2,02,824.50",
West Bengal,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),1. State Plan Schemes,"31,267.80","59,826.10","1,17,537.10",
West Bengal,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),2. Central Plan Schemes,"1,631.50","2,770.50","3,295.50",
West Bengal,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),3. Centrally Sponsored Schemes,"19,744.10","32,679.40","41,507.70",
West Bengal,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),4. NEC/ Special Plan Scheme,–,–,–,
West Bengal,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),5. Non-Plan Grants,"25,356.70","32,219.40","40,484.20",
Andhra Pradesh,TOTAL INCOME (Total Capital Receipts + Tax Revenue),,,,2498075.3,1602672.5,1873510.5,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),,,,1688112.3,630729.2,705640.9,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),I. External Debt #,,,–,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII), II. Internal Debt (1 to 8),,,164784.2,219109.1,258055.9,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII), II. Internal Debt (1 to 8),1. Market Loans,,120000,198679.2,231641.7,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII), II. Internal Debt (1 to 8),2. Loans from LIC,,–,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII), II. Internal Debt (1 to 8),3. Loans from SBI and other Banks,,–,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII), II. Internal Debt (1 to 8),4. Loans from National Bank for Agriculture and Rural Development,,8376.2,10284.2,11312.6,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII), II. Internal Debt (1 to 8),5. Loans from National Co-operative Development Corporation,,397.9,145.8,101.5,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII), II. Internal Debt (1 to 8),6. WMA from RBI,,2181.5,10000,15000,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII), II. Internal Debt (1 to 8),7. Special Securities issued to NSSF,,30057.5,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII), II. Internal Debt (1 to 8),8. Others@,,3771.1,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),,,22440.6,25030.5,22573.5,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),1. State Plan Schemes,,22439.3,25030.5,22573.5,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),2. Central Plan Schemes,,–,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),3. Centrally Sponsored Schemes,,1.2,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),4. Non-Plan,,0.1,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),5. Ways and Means Advances from Centre,,–,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),6. Loans for Special Schemes,,–,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),,,1726.1,2350.6,2453.1,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),1. Housing,,51.1,13.3,14.1,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),2. Urban Development,,0.2,0.8,0.8,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),3. Crop Husbandry,,–,25.5,26.7,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),4. Food Storage and Warehousing,,0.5,0.1,0.1,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),5. Co-operation,,31.9,22.7,23.8,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),6. Minor Irrigation,,–,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),7. Power Projects,,211.6,782.5,754.9,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),8. Village and Small Industries,,381.4,64.2,67.4,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),9. Industries and Minerals,,0.6,64.6,67.9,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),10. Road Transport,,–,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),"11. Government Servants, etc.+",,888.7,1033.2,1136.5,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),12. Others**,,160,343.7,360.9,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),V. Inter-State Settlement,,,–,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),VI. Contingency Fund,,,4.3,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",,,31298,29320.2,32147.8,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",1. State Provident Funds,,26538.1,24150.7,25568.9,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",2. Others,,4759.9,5169.5,6578.8,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),,,35361.3,12087.7,13296.4,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),1. Depreciation/Renewal Reserve Funds,,0.2,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),2. Sinking Funds,,12256.1,6121.2,6733.3,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),3. Famine Relief Fund,,–,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),4. Others,,23105,5966.4,6563.1,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),,,386076,342831.1,377114.2,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),1. Civil Deposits,,190687.7,163371.9,179709.1,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),2. Deposits of Local Funds,,111597.9,103068.8,113375.7,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),3. Civil Advances,,688.3,3660.3,4026.3,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),4. Others,,83102.1,72730.2,80003.2,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),,,896124.1,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),1. Suspense,,5493.8,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),2. Cash Balance Investment Accounts,,731787.3,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),3. Deposits with RBI,,–,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),4. Others,,158843,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),XI. Appropriation to Contingency Fund,,,–,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),XII. Miscellaneous Capital Receipts,,,–,–,–,
Andhra Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),XIII. Remittances,,,150297.9,–,–,
Andhra Pradesh,TOTAL REVENUE (I+II),,,,809963,971943.3,1167869.6,
Andhra Pradesh,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),,,603763,712028,879863.9,
Andhra Pradesh,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),,451395.6,533996.1,660224.9,
Andhra Pradesh,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),1. Taxes on Income,4903.3,6480,7128,
Andhra Pradesh,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),2. Taxes on Property and Capital Transactions,41113.2,43826,52836.1,
Andhra Pradesh,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),3. Taxes on Commodities and Services,405379.1,483690.1,600260.8,
Andhra Pradesh,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),,152367.4,178031.9,219639,
Andhra Pradesh,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),i) Corporation Tax,59554.8,68951.3,88741.5,
Andhra Pradesh,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),ii) Income Tax,31471.3,36373,43647.7,
Andhra Pradesh,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),iii) Estate Duty,–,–,–,
Andhra Pradesh,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),iv) Other Taxes on Income and Expenditure,–,–,–,
Andhra Pradesh,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),v) Taxes on Wealth,122.1,139.3,167.2,
Andhra Pradesh,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),vi) Customs,26643.1,30989.3,37187.1,
Andhra Pradesh,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),vii) Union Excise Duties,19382,23635.2,28362.2,
Andhra Pradesh,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),viii) Service Tax,15194.2,17952.8,21543.4,
Andhra Pradesh,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),ix) Other Taxes and Duties on Commodities and Services,-0.1,-9,-10,
Andhra Pradesh,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),,,206200.1,259915.3,288005.6,
Andhra Pradesh,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),,107197.3,122308.5,138518.9,
Andhra Pradesh,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),1. Interest Receipts,57742.9,74563.7,86319.6,
Andhra Pradesh,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),2. Dividends and Profits,394.4,251.1,263.7,
Andhra Pradesh,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),3. General Services,10772.2,3384.3,3562.4,
Andhra Pradesh,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),4. Social Services ( i to ix),6388.6,3681.7,4462.8,
Andhra Pradesh,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),5. Fiscal Services,–,–,–,
Andhra Pradesh,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),6. Economic Services ( i to xvii ),31899.2,40427.7,43910.4,
Andhra Pradesh,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),,99002.8,137606.8,149486.8,
Andhra Pradesh,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),1. State Plan Schemes,33185.9,58253.3,58634.4,
Andhra Pradesh,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),2. Central Plan Schemes,601.4,8384.8,7289.8,
Andhra Pradesh,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),3. Centrally Sponsored Schemes,23389.2,36557,43406.7,
Andhra Pradesh,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),4. NEC/ Special Plan Scheme,–,–,–,
Andhra Pradesh,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),5. Non-Plan Grants,41826.2,34411.7,40155.9,
Arunachal Pradesh,TOTAL INCOME (Total Capital Receipts + Tax Revenue),,,,376548.5,891980.5,932209.9,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),,,,322327.7,825472.7,866986.8,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),I. External Debt #,,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII), II. Internal Debt (1 to 8),,,2962.9,4899.2,5393.8,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII), II. Internal Debt (1 to 8),1. Market Loans,,–,330,590,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII), II. Internal Debt (1 to 8),2. Loans from LIC,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII), II. Internal Debt (1 to 8),3. Loans from SBI and other Banks,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII), II. Internal Debt (1 to 8),4. Loans from National Bank for Agriculture and Rural Development,,520.5,1527.4,1507.6,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII), II. Internal Debt (1 to 8),5. Loans from National Co-operative Development Corporation,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII), II. Internal Debt (1 to 8),6. WMA from RBI,,–,700,700,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII), II. Internal Debt (1 to 8),7. Special Securities issued to NSSF,,1743,1946.8,2096.2,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII), II. Internal Debt (1 to 8),8. Others@,,699.4,395,500,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),,,3.7,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),1. State Plan Schemes,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),2. Central Plan Schemes,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),3. Centrally Sponsored Schemes,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),4. Non-Plan ,,3.7,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),5. Ways and Means Advances from Centre,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),6. Loans for Special Schemes,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),,,–,33,35,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),1. Housing,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),2. Urban Development,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),3. Crop Husbandry,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),4. Food Storage and Warehousing,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),5. Co-operation,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),6. Minor Irrigation,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),7. Power Projects,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),8. Village and Small Industries,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),9. Industries and Minerals,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),10. Road Transport,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),"11. Government Servants, etc.+",,–,33,35,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),12. Others**,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),V. Inter-State Settlement,,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),VI. Contingency Fund,,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",,,1792.2,1617.4,1698.3,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",1. State Provident Funds,,1768.6,1587.6,1667,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",2. Others,,23.6,29.8,31.3,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),,,170,190,190,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),1. Depreciation/Renewal Reserve Funds,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),2. Sinking Funds,,170,190,190,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),3. Famine Relief Fund,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),4. Others,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),,,6508.9,2756.8,2894.7,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),1. Civil Deposits,,6020.4,2609.2,2739.7,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),2. Deposits of Local Funds,,–,–,–,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),3. Civil Advances,,453.8,89.3,93.8,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),4. Others,,34.7,58.3,61.2,
Arunachal Pradesh,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),,,286432.7,808055.3,848458.1,
