State,Category,Sub-Category1,Sub-Category2,Sub-Category 3,Display Name,2010,2011,2012
WEST BENGAL,TOTAL CAPITAL RECEIPTS,XI. Appropriation to Contingency Fund,,Appropriation to Contingency Fund,Appropriation ,NA,NA,NA
WEST BENGAL,TOTAL CAPITAL RECEIPTS,XII. Miscellaneous Capital Receipts,,Miscellaneous Capital Receipts,Misc. Capital Receipts,NA,NA,NA
WEST BENGAL,TOTAL CAPITAL RECEIPTS,XIII. Remittances,,Remittances,Remittances,52702.4,52706.5,52706.5
WEST BENGAL,TOTAL REVENUE,,,TOTAL REVENUE,Tot. Revenue,472641.9,591438.9,767433.8
WEST BENGAL,TOTAL REVENUE,I. TAX REVENUE (A+B),,TAX REVENUE,Tax Revenue,370836.9,435218.5,531980.7
WEST BENGAL,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),State's Own Tax Revenue,own tax revenue,211287.4,249340.4,312222.5
WEST BENGAL,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Income,tax-income,4044,4396.8,4823.6
WEST BENGAL,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Property and Capital  Transactions,tax-property,35188.9,39961.5,47460.3
WEST BENGAL,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Commodities and Services,tax-comm.&services,NA,NA,NA
WEST BENGAL,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Share in Central Taxes (i to,central taxes,159549.5,185878.1,219758.2
WEST BENGAL,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Corporation Tax,corp. tax,62362.2,72201.9,80293.1
WEST BENGAL,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Income Tax,income tax,32954.8,38051.3,43441.2
WEST BENGAL,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Estate Duty,estate duty,NA,NA,NA
WEST BENGAL,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Other Taxes on Income and Expenditure,other taxes,NA,NA,NA
WEST BENGAL,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Taxes on Wealth,tax-walth,127.9,252.1,287.4
WEST BENGAL,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Customs,customs,27899.1,32367.2,39957
WEST BENGAL,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Union Excise Duties,excise duty,20295.6,21189.4,27361.6
WEST BENGAL,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Service Tax,service tax,15910,21816.3,28418
WEST BENGAL,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Other Taxes and Duties on Commodities and Services,other duty,-0.1,-0.1,-0.1
WEST BENGAL,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),,NON-TAX REVENUE,non tax revenue,101805,156220.4,235453.1
WEST BENGAL,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),State's Own Non-Tax Revenue,own non tax revenue,23804.9,28725,32628.6
WEST BENGAL,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Interest Receipts,interest,7168.4,7885.2,10081.4
WEST BENGAL,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Dividends and Profits,dividend,10.7,88,96.8
WEST BENGAL,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),General Services,general services,2614.9,2883.4,3229.5
WEST BENGAL,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Social Services,social services,1879.9,1992.1,2230.2
WEST BENGAL,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Fiscal Services,fiscal services,NA,NA,NA
WEST BENGAL,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Economic Services,economic services,12130.9,15876.3,16990.6
WEST BENGAL,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grants from the Centre,centre grant,78000.1,127495.4,202824.5
WEST BENGAL,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-State Plan Schemes,state plan,31267.8,59826.1,117537.1
WEST BENGAL,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-Central Plan Schemes,central plan,1631.5,2770.5,3295.5
WEST BENGAL,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-Centrally Sponsored Schemes,centrally sponsered,19744.1,32679.4,41507.7
WEST BENGAL,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),NEC or Special Plan Scheme,special scheme,NA,NA,NA
WEST BENGAL,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Non-Plan Grants,non plan Grants,25356.7,32219.4,40484.2
ANDHRA PRADESH,TOTAL INCOME,,,TOTAL INCOME,Tot. Income,2498075.3,1602672.5,1873510.5
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,,,TOTAL CAPITAL RECEIPTS,Tot. Cap. Receipts,1688112.3,630729.2,705640.9
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,I. External Debt #,,External Debt,Ext. Debt,NA,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS, II. Internal Debt (1 to 8),,Internal Debt,Int. Debt,164784.2,219109.1,258055.9
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS, II. Internal Debt (1 to 8),1. Market Loans,Market Loans,Market Loans,120000,198679.2,231641.7
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS, II. Internal Debt (1 to 8),2. Loans from LIC,Loans from LIC,Loan-LIC,NA,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS, II. Internal Debt (1 to 8),3. Loans from SBI and other Banks,Loans from SBI and other Banks,Loan-SBI,NA,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS, II. Internal Debt (1 to 8),4. Loans from National Bank for Agriculture and Rural Development,Loans from National Bank for Agriculture and Rural Development,Loan-NBARD,8376.2,10284.2,11312.6
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS, II. Internal Debt (1 to 8),5. Loans from National Co-operative Development Corporation,Loans from National Co-operative Development Corporation,Loan-NCDC,397.9,145.8,101.5
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS, II. Internal Debt (1 to 8),6. WMA from RBI,WMA from RBI,WMA-RBI,2181.5,10000,15000
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS, II. Internal Debt (1 to 8),7. Special Securities issued to NSSF,Special Securities issued to NSSF,Securities-NSSF,30057.5,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS, II. Internal Debt (1 to 8),8. Others@,Internal Debt-Others,Oth-Debt,3771.1,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),,Loans and Advances from the Centre,Loan from centre,22440.6,25030.5,22573.5
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),1. State Plan Schemes,State Plan Schemes,state plan,22439.3,25030.5,22573.5
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),2. Central Plan Schemes,Central Plan Schemes,central plan,NA,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),3. Centrally Sponsored Schemes,Centrally Sponsored Schemes,centrally sponsered,1.2,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),4. Non-Plan,Non-Plan,non -plan Loans,0.1,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),5. Ways and Means Advances from Centre,Ways and Means Advances from Centre,advances,NA,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),6. Loans for Special Schemes,Loans for Special Schemes,special scheme,NA,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),,Recovery of Loans and Advances,recovery,1726.1,2350.6,2453.1
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),1. Housing,Housing,Housing,51.1,13.3,14.1
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),2. Urban Development,Urban Development,Urb. Dev.,0.2,0.8,0.8
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),3. Crop Husbandry,Crop Husbandry,Crop Husbandry,NA,25.5,26.7
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),4. Food Storage and Warehousing,Food Storage and Warehousing,Food Storage,0.5,0.1,0.1
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),5. Co-operation,Co-operation,Co-operation,31.9,22.7,23.8
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),6. Minor Irrigation,Minor Irrigation,Minor Irrigation,NA,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),7. Power Projects,Power Projects,Power Projects,211.6,782.5,754.9
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),8. Village and Small Industries,Village and Small Industries,Village and Small Industries,381.4,64.2,67.4
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),9. Industries and Minerals,Industries and Minerals,Industries and Minerals,0.6,64.6,67.9
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),10. Road Transport,Road Transport,Road Transport,NA,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),"11. Government Servants, etc.+","Government Servants, etc.+",Govt. Servants,888.7,1033.2,1136.5
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),12. Others**,Recovery of Loands and Advances-Others,Other-loan,160,343.7,360.9
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,V. Inter-State Settlement,,Inter-State Settlement, Inter-State Settlement,NA,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,VI. Contingency Fund,,Contingency Fund,Contingency Fund,4.3,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",,"Total Capital Receipts- State Provident Funds, etc.",Tot.State Provident Funds,31298,29320.2,32147.8
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",1. State Provident Funds,Total Capital Receipts- State Provident Funds,State Provident Funds,26538.1,24150.7,25568.9
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",2. Others,Total Capital Receipts-State Provident Funds-Others,Other fund,4759.9,5169.5,6578.8
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),,Reserve Funds,Reserve Funds ,35361.3,12087.7,13296.4
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),1. Depreciation/Renewal Reserve Funds,Depreciation or Renewal Reserve Funds,Depreciation Funds,0.2,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),2. Sinking Funds,Sinking Funds, Sinking Funds,12256.1,6121.2,6733.3
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),3. Famine Relief Fund,Famine Relief Fund,Famine Relief Fund,NA,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),4. Others,Reserve Funds-Others,Other reserves,23105,5966.4,6563.1
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),,Deposits and Advances,Deposits and Advances ,386076,342831.1,377114.2
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),1. Civil Deposits,Civil Deposits Income,Civil Deposits,190687.7,163371.9,179709.1
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),2. Deposits of Local Funds,Deposits of Local Funds,Deposits of Local Funds,111597.9,103068.8,113375.7
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),3. Civil Advances,Civil Advances Income,Civil Advances,688.3,3660.3,4026.3
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),4. Others,Deposits and Advances -Others,Other deposits,83102.1,72730.2,80003.2
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),,Suspense and Miscellaneous,Suspense and Misc. ,896124.1,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),1. Suspense,Suspense,Suspense,5493.8,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),2. Cash Balance Investment Accounts,Cash Balance Investment Accounts,Cash Balance,731787.3,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),3. Deposits with RBI,Deposits with RBI,Deposits with RBI,NA,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,X. Suspense and Miscellaneous (1 to 4),4. Others,Miscellaneous-Others,Miscellaneous,158843,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,XI. Appropriation to Contingency Fund,,Appropriation to Contingency Fund,Appropriation ,NA,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,XII. Miscellaneous Capital Receipts,,Miscellaneous Capital Receipts,Misc. Capital Receipts,NA,NA,NA
ANDHRA PRADESH,TOTAL CAPITAL RECEIPTS,XIII. Remittances,,Remittances,Remittances,150297.9,NA,NA
ANDHRA PRADESH,TOTAL REVENUE,,,TOTAL REVENUE,Tot. Revenue,809963,971943.3,1167869.6
ANDHRA PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),,TAX REVENUE,Tax Revenue,603763,712028,879863.9
ANDHRA PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),State's Own Tax Revenue,own tax revenue,451395.6,533996.1,660224.9
ANDHRA PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Income,tax-income,4903.3,6480,7128
ANDHRA PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Property and Capital  Transactions,tax-property,41113.2,43826,52836.1
ANDHRA PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),Taxes on Commodities and Services,tax-comm.&services,405379.1,483690.1,600260.8
ANDHRA PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Share in Central Taxes (i to,central taxes,152367.4,178031.9,219639
ANDHRA PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Corporation Tax,corp. tax,59554.8,68951.3,88741.5
ANDHRA PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Income Tax,income tax,31471.3,36373,43647.7
ANDHRA PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Estate Duty,estate duty,NA,NA,NA
ANDHRA PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Other Taxes on Income and Expenditure,other taxes,NA,NA,NA
ANDHRA PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Taxes on Wealth,tax-walth,122.1,139.3,167.2
ANDHRA PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Customs,customs,26643.1,30989.3,37187.1
ANDHRA PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Union Excise Duties,excise duty,19382,23635.2,28362.2
ANDHRA PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Service Tax,service tax,15194.2,17952.8,21543.4
ANDHRA PRADESH,TOTAL REVENUE,I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),Other Taxes and Duties on Commodities and Services,other duty,-0.1,-9,-10
ANDHRA PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),,NON-TAX REVENUE,non tax revenue,206200.1,259915.3,288005.6
ANDHRA PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),State's Own Non-Tax Revenue,own non tax revenue,107197.3,122308.5,138518.9
ANDHRA PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Interest Receipts,interest,57742.9,74563.7,86319.6
ANDHRA PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Dividends and Profits,dividend,394.4,251.1,263.7
ANDHRA PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),General Services,general services,10772.2,3384.3,3562.4
ANDHRA PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Social Services,social services,6388.6,3681.7,4462.8
ANDHRA PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Fiscal Services,fiscal services,NA,NA,NA
ANDHRA PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),Economic Services,economic services,31899.2,40427.7,43910.4
ANDHRA PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grants from the Centre,centre grant,99002.8,137606.8,149486.8
ANDHRA PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-State Plan Schemes,state plan,33185.9,58253.3,58634.4
ANDHRA PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-Central Plan Schemes,central plan,601.4,8384.8,7289.8
ANDHRA PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Grant-Centrally Sponsored Schemes,centrally sponsered,23389.2,36557,43406.7
ANDHRA PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),NEC or Special Plan Scheme,special scheme,NA,NA,NA
ANDHRA PRADESH,TOTAL REVENUE,II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),Non-Plan Grants,non plan Grants,41826.2,34411.7,40155.9
ARUNACHAL PRADESH,TOTAL INCOME,,,TOTAL INCOME,Tot. Income,376548.5,891980.5,932209.9
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,,,TOTAL CAPITAL RECEIPTS,Tot. Cap. Receipts,322327.7,825472.7,866986.8
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,I. External Debt #,,External Debt,Ext. Debt,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS, II. Internal Debt (1 to 8),,Internal Debt,Int. Debt,2962.9,4899.2,5393.8
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS, II. Internal Debt (1 to 8),1. Market Loans,Market Loans,Market Loans,NA,330,590
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS, II. Internal Debt (1 to 8),2. Loans from LIC,Loans from LIC,Loan-LIC,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS, II. Internal Debt (1 to 8),3. Loans from SBI and other Banks,Loans from SBI and other Banks,Loan-SBI,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS, II. Internal Debt (1 to 8),4. Loans from National Bank for Agriculture and Rural Development,Loans from National Bank for Agriculture and Rural Development,Loan-NBARD,520.5,1527.4,1507.6
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS, II. Internal Debt (1 to 8),5. Loans from National Co-operative Development Corporation,Loans from National Co-operative Development Corporation,Loan-NCDC,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS, II. Internal Debt (1 to 8),6. WMA from RBI,WMA from RBI,WMA-RBI,NA,700,700
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS, II. Internal Debt (1 to 8),7. Special Securities issued to NSSF,Special Securities issued to NSSF,Securities-NSSF,1743,1946.8,2096.2
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS, II. Internal Debt (1 to 8),8. Others@,Internal Debt-Others,Oth-Debt,699.4,395,500
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),,Loans and Advances from the Centre,Loan from centre,3.7,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),1. State Plan Schemes,State Plan Schemes,state plan,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),2. Central Plan Schemes,Central Plan Schemes,central plan,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),3. Centrally Sponsored Schemes,Centrally Sponsored Schemes,centrally sponsered,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),4. Non-Plan ,Non-Plan,non -plan Loans,3.7,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),5. Ways and Means Advances from Centre,Ways and Means Advances from Centre,advances,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,III. Loans and Advances from the Centre (1 to 6),6. Loans for Special Schemes,Loans for Special Schemes,special scheme,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),,Recovery of Loans and Advances,recovery,NA,33,35
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),1. Housing,Housing,Housing,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),2. Urban Development,Urban Development,Urb. Dev.,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),3. Crop Husbandry,Crop Husbandry,Crop Husbandry,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),4. Food Storage and Warehousing,Food Storage and Warehousing,Food Storage,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),5. Co-operation,Co-operation,Co-operation,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),6. Minor Irrigation,Minor Irrigation,Minor Irrigation,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),7. Power Projects,Power Projects,Power Projects,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),8. Village and Small Industries,Village and Small Industries,Village and Small Industries,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),9. Industries and Minerals,Industries and Minerals,Industries and Minerals,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),10. Road Transport,Road Transport,Road Transport,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),"11. Government Servants, etc.+","Government Servants, etc.+",Govt. Servants,NA,33,35
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,IV. Recovery of Loans and Advances (1 to 12),12. Others**,Recovery of Loands and Advances-Others,Other-loan,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,V. Inter-State Settlement,,Inter-State Settlement, Inter-State Settlement,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,VI. Contingency Fund,,Contingency Fund,Contingency Fund,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",,"Total Capital Receipts- State Provident Funds, etc.",Tot.State Provident Funds,1792.2,1617.4,1698.3
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",1. State Provident Funds,Total Capital Receipts- State Provident Funds,State Provident Funds,1768.6,1587.6,1667
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,"VII. State Provident Funds, etc. (1 + 2)",2. Others,Total Capital Receipts-State Provident Funds-Others,Other fund,23.6,29.8,31.3
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),,Reserve Funds,Reserve Funds ,170,190,190
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),1. Depreciation/Renewal Reserve Funds,Depreciation or Renewal Reserve Funds,Depreciation Funds,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),2. Sinking Funds,Sinking Funds, Sinking Funds,170,190,190
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),3. Famine Relief Fund,Famine Relief Fund,Famine Relief Fund,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,VIII. Reserve Funds (1 to 4),4. Others,Reserve Funds-Others,Other reserves,NA,NA,NA
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),,Deposits and Advances,Deposits and Advances ,6508.9,2756.8,2894.7
ARUNACHAL PRADESH,TOTAL CAPITAL RECEIPTS,IX. Deposits and Advances (1 to 4),1. Civil Deposits,Civil Deposits Income,Civil Deposits,6020.4,2609.2,2739.7
